IDS,root,Reply,meta reply
38,, @Rosamelder señores de la radio no dicen quienes fueron los genios de <COREF CAD=6 IDE=1>la propuesta</COREF>... suena a noticia falsa,
38,," @sirena_2011 Esto es una joda? <COREF CAD=1 IDE=1>Esos ""chilenos""</COREF> (ojo entre comillas) deberían irse para <COREF CAD=4 IDE=2>Bolivia</COREF>.",
38,,," @Anjelyka9165 Si porfa,  que se larguen"
38,," @jorgemartineau Ya buena idea, pero que todos <COREF CAD=1 IDE=1>ellos</COREF> se vayan a vivir <COREF CAD=4 IDE=2>allá </COREF>aislados. Es fácil regalar donde uno no vive.",
38,, @manolopadilla parece que <COREF CAD=1 IDE=1>esos chilenos</COREF> o que <COREF CAD=1 IDE=2>se</COREF> dicen llamar chileno no tienen conciencia de lo que dicen,
39, @Emol <COREF CAD=1 IDE=1> Cadem</COREF>: <COREF CAD=2 IDE=2>Piñera</COREF> <COREF CAD=3 IDE=3>aumenta</COREF> <COREF CAD=2 IDE=4>su </COREF> <COREF CAD=4 IDE=5>aprobación</COREF> y baja <COREF CAD=2 IDE=6>su</COREF> desaprobación http://bit.ly/2upNIJS ,,
39,, @aldoburgueno <COREF CAD=1 IDE=1>cadem</COREF> miente <COREF CAD=1 IDE=2>esta</COREF> financiada por la derecha nunca publicara una encuesta desfavorable a <COREF CAD=2 IDE=3>piñera</COREF> no sigan engañando a la gente,
39,," @chinosanchezo Mentira, como <COREF CAD=1 IDE=1>está encuesta</COREF> no dice lo que quiero escuchar debe estar mal hecha... Y eso es un argumento sólido....",
39,, @CynQuezada Gran diferencia en la forma de conducir un gobierno y eso le gente lo reconoce muy bien felicitaciones 👏👏👏👏👏👏@sebastianpinera @andreschadwickp,
39,," @simonaprado9671 Ganó por amplia mayoría, es indiscutible que en un país en Democracia ganen sus lideres !!!",
39,, @Macuto1949 La gente se da cuenta cuando <COREF CAD=2 IDE=1>un presidente</COREF>  y <COREF CAD=2 IDE=2>sus</COREF> ministros tienen Las competencia para gobernar un país.,
39,," @pepej72 Hay que recordarles a estos caballeros que tanto hablan de el pueblo, cuanto fue el porcentaje y cantidad de votantes que lo hicieron por MB en su último gobierno 🤷🏻‍♂️",
39,, @Patrici84824277 Mentira que manera de manipular encuesta,
39,, @monjepenitente2 Pero  como<COREF CAD=1 IDE=1> la encuesta</COREF> <COREF CAD=2 IDE=2>LE</COREF>  va a ser negativa SI ES <COREF CAD=2 IDE=3>SU </COREF> PROPIETARIO,
40," @Tele13_Radio 📻 Ante el anuncio presidencial de una <COREF CAD=1 IDE=1>nueva</COREF> <COREF CAD=2 IDE=2>ley de adopción</COREF>, <COREF CAD=3 IDE=3>Jacqueline van Rysselberghe</COREF>, declaró que ""por la <COREF CAD=4 IDE=4>poca cantidad</COREF> de <COREF CAD=5 IDE=5>niño</COREF>s en <COREF CAD=6 IDE=6>condición de ser adoptados</COREF>, <COREF CAD=6 IDE=7>esto</COREF> debiera mantenerse a <COREF CAD=7 IDE=8>parejas heterosexuales</COREF>"". » http://bit.ly/2pDkHFJ ",,
40,," @Pillerin_ Una de las <COREF CAD=3 IDE=1>mujeres</COREF> más nefastas de la política nacional. Me puede explicar alguien porqué <COREF CAD=3 IDE=1>esta mujer</COREF> salió libre de polvo y paja con las boletas falsas y sobre todo con los correos con las pesqueras, un hecho que fue comprobado, pero ahí está intacta. No entiendo 🤔🤔🤔🤔🤔🤔",
40,," @c_aguilera_c Pero si no se trata de la cantidad de niños en condición de ser adoptados, sino de la cantidad de adultos dispuestos a adoptar!!!",
40,, @jecahe Que hace <COREF CAD=3 IDE=1>esta .mujer</COREF> ahí por Dios Santo.!!! Cada vez que habla la embarra.,
40,," @escribamendez El Sename está lleno de niños, pero con padres con niveles socioeconómicos bajos, los niños que reúnen la condición de adopción son pocos. Estoy de acuerdo con legislar para apurar el procedimiento y se asignen a padres heterosexuales.",
40,," @moniandia Eso debe ser así; padres heterosexuales y bien investigados,  los niños tienen que estar siempre a buen resguardo.",
40,,," @pelodepapel Jajajaja la mayoría o casi la totalidad de los abusos son cometidos por heterosexuales, incluso los niños que están ahí abandonados es producto de una relación heterosexual ¿con que moral vienen a decir que son un ejemplo?"
41,  @adnradiochile <COREF CAD=1 IDE=1> Instagram</COREF> desata la <COREF CAD=2 IDE=2> polémica</COREF> tras <COREF CAD=3 IDE=3> censurar</COREF> foto de <COREF CAD=4 IDE=4> pareja homosexual</COREF> ►http://bit.ly/2IUpn1X ,,
41,," @Yayobulls cortenla ,respete a las familias que no están de acuerdo , obligan  a ver .",
41,,," @GermainMunoz <COREF CAD=1 IDE=1>Instagram</COREF> te permite dar follow o unfollow a una cuenta. Si no te gusta, sabes cuál es la opción... Entendiste o te hago un dibujo?"
41,, @KIKINCAMPOS Me extraña porque en <COREF CAD=1 IDE=1> Instagram</COREF> hay hasta videos xxx osea de qué estamos hablando.,
41,, @NicoTapia_37 Yo creo que se la denunciaron las personas que <COREF CAD=4 IDE=1> lo</COREF>  siguen. En mi <COREF CAD=1 IDE=2>instagram</COREF> he visto fotos de amigos y amigas <COREF CAD=4 IDE=3>homosexuales</COREF> dándose besos y nada que <COREF CAD=3 IDE=4>censuran 🤔,
41,," @Luke_Seb_ no estoy de acuerdo con muchas actitudes de el ser humano de hoy en dia,pero si lo que hace la otra persona no afecta mi metro cuadrado,para que insultar?si Para calentarse la cabeza esta el sol☀️, esa foto a mi no me afecta de ninguna manera la suban o no yo seguire mi vida🙂",
42," @Emol Jackson asegura que existe una ""operación mediática"" de Chile Vamos contra el Frente Amplio
http://bit.ly/2DPbqhS ","  @vmoralesa Ahora me voy a sentar cómodamente para ver cómo el FA sale de este zapato chino en que se metieron, porque quedaron en evidencia que son intolerantes y violentos, nos van a inventar un buen cuento en colores…", @Eli2824 Como siempre están culpando a la derecha de su brutal intolerancia !!!! Acusan persecución mediática y son ellos quienes se evidenciaron avalando y justificando cobarde ataque a ex diputado y ciudadano chileno por pensar distinto!! Buscan imponer su ideología con violencia!!!
42,,, @chuncho2gmailco SON C O M U N I S T A S   INTOLERANTES Y VIOLENTOS Y TRATAN DE IMPONER SUS IDEAS A LA FUERZA Y CON VIOLENCIA Y MEDIÁTICA MÁS ENCIMA SE SIENTES POBRES CORDERITOS
42,," @CcarvajalA2012 Discurso izquierdista recogido en Emol. Los chilenos mayoritariamente le dijimos a la izquierda en las elecciones pasadas, democráticamente llevadas a cabo, que los chilenos no queremos a la izquierda gobernando. ¿Que parte de los resultados de las elecciones ud no entiende?",
42,," @Mina36183771 Todo lo que les pasa, se lo ganaron, desfalcando una Muni, robando en FECH, aún no llegan a gobernar y ya están endeudados con Chile, jovencitos entraron en la corrupción politiquera, creen sacar 20% en próximas elecciones? No pasan a MEO,  nika.!!!"," @AlfredoAtfta Como voto la mitad de los electores debidamente  inscritos asi como  ellos mismos pregonan por @elfrente_amplio  solo voto  el 10% osea solo los apoya ese 10% pero a caysa de esto un buen porcentaje ya no los apoyara, auge y caida del frente  amplio"
42,," @MCATALANR Muy bien que se peleen éstas empresas corruptas.
Pero los ciudadanos mandantes vamos a pedir y exigir al TC que el FA sea eliminado como está establecido en nuestra Constitución y leyes presentes y todos los parlamentarios que apoyan a Bolivia."," @FafuC Muy bien , ya basta de Permitir que éstos Grupusculos Sigan Dividiendo a  Nuestro País con su Discurso Populista de Odio !!!!!"
42,," @RDOSANZU No hablen mas de ustedes y hagan mas por la gente... Dejen eso para campañas politicas, enfoquense en trabajar por todos los chilenos", 
43," @biobio Evo Morales: ""El retorno de Bolivia al mar no solo es posible, sino es inevitable"" http://rbb.cl/jpy6 "," @CfernandezTeran Es un hecho que sería de esta forma. El gobierno usará todos sus medios, que no son pocos, en desprestigiar a la oposición específicamente al Frente Amplio por temor al nuevo escenario político, por temor a que el ciudadano entienda que todos podemos ser gobierno",
43,," @Andy_2782 @sebastianpinera creo que es hora de responder de manera tajante, esto ya es una molestia implícita a todo Chile y una falta de respeto. Suficiente de este tipo, ya es detestable",
43,," @Nelsonpms Creo que el tono ya es desafiante y creo que es la hora de responder de la misma forma, creerá que pasará como Pedro por su casa?",
43,, @Carolin95253382 Si usted habla con sus hermanos peruanos demás le dan un pedasito creo yo? O solo eran amigos pa cagarse a chile? Es hora que chile le.muestre aunque sea una muela a este wueon,
43,," @cmnr01 Tanta paciencia hay que tener para tolerar insultos permanentes ??.
Creo que ya basta y comencemos a tomar el cuento en serio o sencillamente nos van a pisotear como lo están haciendo ahora. No al mar a Bolivia y punto.",
43,, @0099430605 Es mucho. Provocacion nivel Dios. Con esas palabras ya no se negocia. Ha terminado con la diplomacia y los conductos regulares. Hasta cuando soportar tanta barberidad.,
43,," @paulaner1991 Evo esta jugando con la paciencia d Chile y lo esta presionando para q deje sin efecto o reniegue del tratado de 1904 la piedra angular q rige los limites y fronteras, a jugar inteligentemente.",
43,," @LuisSanhuezadi1 Este Evo, no sabemos si está llevando a su país ,a una derrota importante, es lamentable que un ,seguidor de Chávez, del COMUNISMO internacional, y hoy apoyado por,sector de frente amplio de chile, sea tan huevón, ilusiona a su país ,,, manipulación sin sentido,",
43,," @andres_nomade21 Lo más inteligente que puede hacer @sebastianpinera es aplicar medidas drásticas a Bolivia, como lo hace http://UU.EE  a los países que lo perjudican de algún modo, así no le sale gratis a @EvoMorales2025. Es un líder que sólo esta creando odio entre los pueblos.",
43,," @naldo_alonso Que manera este tipo de hablar estupideces...
Ningun pais daria territorio a otro y mas con soberania.
Muchos paises sin mar tienen excelente economia.
Bolivia aunque tuviera salida al mar, no progresaria, por sus porquerias de politicos y este presidente....",
43,," @anikat_J Las palabras y la realidad es http://otra.si  hubiese tan buenos deseos en el país vecino,los chilenos no tendrían tanta restricción ni malos tratos esto ha pasado,lo misma@mala voluntad se aprecia en el control fronterizo tanto de control de drogas como de robos de autos",
44, @biobio Sharp propone habilitar parque en terrenos donde se pensaba construir el Mall Barón http://rbb.cl/jq1v ," @ecuneoh Quien de los sabios politicos de este pais, mostrara en algun momento lo dientes; la soberbia y arrebatos del Sr. Morales son exclusivamente por que no le han dicho alto como corresponde. Ahora se debe pagar la cuenta.",
44,," @JimmyDiazGuaja1 Sharp y cuantos puestos de trabajo generará tu brillante idea, cuantos delincuentes, traficantes, ebrios harán de tu parque su hogar, que pena tu Vida, pudiste haber sido el puente para tener a conceción un Mall y exijir pega sólo para Valpo, pero tu sesgo ideológico te ganó"," @Apellinao Y cuantos puestos de trabajo, y cierre de locales conllevaba la construcción de ese mall? Cuanto pierde el puerto en turismo al perder categoría de patrimonio por mall? Los mall son horribles y destruyen las ciudades (comercios pequeños, empleos por poca plata,...)"
44,, @garcialondon Limpia Valparaíso es un asco basural el la ciudad estuve en Enero y una pena ver la basura en las calles, @Rorrovalpo88 La educación empieza por casa y lamentablemente mis vecinos porteños son cochinos con su propia ciudad
44,," @Miangel07 Corresponde ya estamos invadidos de tanto Malls de comercio, supermercados que cansan la gente va a pasear a lugares frios donde el tema es ir a comprar vitrinear servirse algo llenos de baldosas espejos,  lejos del sol del aire marino etc.",
44,," @manduja66 Primero que nada el permiso para el Mall era ilegal y muchos de los que opinan no son de Valpo. Valpo estuvo más de 40 años con alcaldes flojos, degenerados, ladrones y coimeros que ahora tienen sus bolsillos llenos. En un año se han notado notables cambios en valpo",
44,, @malvarezz68 En realidad creo que la jugada era hacer el mall y el parque... asi se obligaba a la empresa a mantener y dar seguridad al área verde. Con qué  recursos podrá hacer eso. Si apenas puede mantener limpias las plazas victoria e Italia. Espero que algo se haga ahí pronto.,
44,," @JaimeReyAlvin1 Me parece muy buena decisión del alcalde, eso hace una ciudad más sana y amigable",
44,, @Juanpa0868 Increíble proyecto. Un kilo de pasto y dos banquetas para el espacio ciudadano. Inútiles.  Pequeño ejemplo de cómo sería Chile si gobernará estos garcas.,
44,," @GiustoRamirez Como Porteño que ama a su Puerto,conoce a su gente y que recorre sus calles por esa ""magia"" que hay que conocerla, es triste ver como está hoy.TPS,cruceros,abandono,sus Cerros,inversión y http://xn--cesanta-dza.Nocesantía.No  a un Mall para plazas y paseos?.Yo le invito a una conversa in situ",
45," @Tele13_Radio 🔸 Patricia Politzer en #MesaCentral: ""Las ideas de José Antonio Kast son provocadoras y un sector de la izquierda cayó en la trampa"". » http://bit.ly/2pDipqc ", @mabrilur Es perfectamente compatible un parque cin un centro comercial.  Además sin costo pa la Muni ni mantención.  Mal nuevamente @JorgeSharp un retroceso pa la ciudad,
45,," @adopit La libre expresión es parte de la democracia que ustedes tanto predican pero no practican.
El golpear a quien expresa su opinión es un acto irracional, que practican a diario los comunistas.",
45,, @jmarinca1 Es una opinión bastante centrada y realista la de Kast. Que un grupo se crea dueño de la verdad es distinto,
45,, @GustavoSoderlun La democracia es la libertad de expresión....no emita comentarios haciendo parecer víctima inocente a la izquierda.,
46," @mtt_chile El Presidente @sebastianpinera acompañó a Susana Tonda a su primer día de trabajo en el #Sename, y en el camino conversaron de su experiencia como Directora Ejecutiva del @Hdecristo y más, en un #FacebookLive "," @Kurupi9 Yo creo que no callo http://en.la  trampa ese.sector de izquierda, ambos son asi y buscan que el pais se vuelva a polarizar y ambos quieren.volver a un.pasado de dictadura, una de Derecha y otro de Izquierda",
46,, @Mejnour1 Mucha suerte !!! Espero arreglen este tema tan triste para los niños !!!,
46,," @rendigote Es una acción comunicacional que intenta reflejar la importancia que el Presidente le da al tema Sename.  Yo, le agradezco, pero no me pierdo, esta es una tarea de largo aliento y nuestro deber es no dejar de exigir los avances y cumplimientos. Ya basta de maltratos a los niños.

 ",
46,, @Comenteitor  Buen ejemplo eh?  Los cinturones de seguridad no son adornos!,
46,,  @Papasquiaro  Muy espontáneo,
46,, @AndiLoredana  Debería ser con cámara oculta para escuchar lo que realmente piensan,
46,, @NicoNachin En el camino conversaron? no debía el presidente manejar toda la info de antes y no en el camino... mmm,
46,, @jgdm314 Gracias,
46,, @Karimpumba DE todo el  CORAZON espero todo funcione bien y que muy pronto los niños puedan sentir en sus vidas un cambio CHILE,
46,, @claucortezm Eso mierda!!!! In situ a salvar a niños de violaciones y mal trato,
47, @biobio Gobierno prepara envío de nuevas restricciones para ingreso de migrantes a Chile http://rbb.cl/jq9h , @RubenEduardoGo4 Que buena señal que el presidente este en terreno preocupado de los temas de verdad importancia para el país se nota el gran cambio que tiene este gobierno para bien VAMOS CHILE QUE SE PUEDE ..Y A LOS DE IZQUIERDA QUE NO LES GUSTE QUE SE VAYAN A VENEZUELA,
47,, @JoaquinV1996 Make Chile Great Again!,
47,, @CARB98400403 Estaba bueno ya que alguien hiciera algo es impresionante ver tanto extranjero por todos lados,
47,, @Pira93078928 .YA ERA HORA!,
47,," @andresitoaldo Una excelente noticia , deberían detener el ingreso de migrantes, en nombre de los derechos humanos. Este país ya no da más, no tiene los recursos para acogerlos.",
47,," @lam_roxany Construya un muro pues , en q topamos ???",
47,, @Danilo71566068 Que bien,
47,, @JaesFit Por fin se está poniendo orden en nuestra nación!,
47,, @Claucf1 Mi presidente,
47,, @SandranellyF Al fin estaba bueno ya de tanta permisividad !!,
47,, @MerinoGC Bien,
47,, @Eduardo47092789 Sr. Presidente piñera piensalo mi tierra chileno somos debemos derechos la frontera antofagasta no hay libres la verdad fuera bolivia fuera bolivia torturas,
47,, @indioacrata Expulsen a los kast,
47,, @vmoralesa Al fin!,
47,, @Ale_Carvaja Puta menos mal...ya me estaba decepcionando bracitos cortos., @sofisvenegasm No podemos esperar que 2 semanas ordene el gallinero. Por qué no se exigió esto antes? Cómplices del antiguo gobierno!
47,,," @Ale_Carvaja Si , de todas maneras. Pero me preocupo algunas garantias migratorias de las que hablaron en tv sobre el tema..."
47,,," @sofisvenegasm No sé,si podemos confiar en los canales de TV."
47,, @jonaxd_life El Muro De Piñera xd,
47,, @Pascual_42_ Que lo haga pronto...la paciencia y el apoyo tienen un limite.,
47,," Y luego releguen a delincuentes y flaites. Esos si que son nulo aporte y un gasto estatal.
 @HellenSoulat A las Guaitecas confinados, previa esterilización y que cultiven su comida.",
47,, @Bing_Gordyn But Chile is my escape plan!,
47,," @Evaldovinox Empeces por expulsar a los piñera, kast, longueira...",
48, @LavinJoaquin Pavo real en el techo de una casa en Málaga al llegar a Colón. @LC_seguridad tratando de bajarlo, @chepochilevalpo Bien Piñera CTM !!!!!!!!,
48,, @kriz1972_twi Jose luis rodriguez? Jaaa,
48,," @FGAJARDOP Eso demuestra lo Top q es @lascondes , en otras comunas gorriones y palomas @LavinJoaquin ",
48,,"
 @ximenaivalu Por mi casa apareció un faisán y nunca encontramos su dueño",  @LavinJoaquin Y q pasó? Se fue?
48,,," @ximenaivalu Se lo llevamos a una tía a su parcela, después de un tiempo se ahogó en su piscina :("
48,, @gabiota96 De donde habrá salido???,
48,,,  @LavinJoaquin Lo tenía su cuidador en av Colón
49," @Minrel_Chile Porque <COREF CAD=1 IDE=1>el Tratado</COREF> de 1904 es esencial para la <COREF CAD=2 IDE=2>integridad territorial</COREF> de <COREF CAD=3 IDE=3>Chile</COREF> . Porque el que hayamos conversado siempre con <COREF CAD=4 IDE=4>Bolivia</COREF>, no significa que estemos obligados a ceder  <COREF CAD=3 IDE=5>Chile</COREF>nuestro territorio. Porque <COREF CAD=3 IDE=6>Chile</COREF> tiene vocación de paz y de integración",,
